0.000000000000000000e+00,2.776223339795728329e+00
2.083333333333333218e-02,3.590196948267123211e+00
4.166666666666666435e-02,3.498180674901563147e+00
6.250000000000000000e-02,3.362324302237601259e+00
8.333333333333332871e-02,3.218316142025799742e+00
1.041666666666666574e-01,3.062276041427083761e+00
1.250000000000000000e-01,2.891382569313087458e+00
1.458333333333333148e-01,2.704007455776504365e+00
1.666666666666666574e-01,2.516592548295979448e+00
1.875000000000000000e-01,2.267119517603386036e+00
2.083333333333333148e-01,1.948523509634578099e+00
2.291666666666666574e-01,1.578507543668279167e+00
2.500000000000000000e-01,1.180352416686085038e+00
2.708333333333333148e-01,8.191810757206717808e-01
2.916666666666666297e-01,5.256787881929969597e-01
3.125000000000000000e-01,2.815344075139452618e-01
3.333333333333333148e-01,4.274931849986941118e-02
3.541666666666666297e-01,-1.887098999791246845e-01
3.750000000000000000e-01,-4.106272609017065922e-01
3.958333333333333148e-01,-6.212335366564289973e-01
4.166666666666666297e-01,-8.192666480486703318e-01
4.375000000000000000e-01,-1.004006465434624795e+00
4.583333333333333148e-01,-1.175284156989893303e+00
4.791666666666666297e-01,-1.333467400662901703e+00
5.000000000000000000e-01,-1.479423771714897695e+00
5.208333333333332593e-01,-1.614465389817660634e+00
5.416666666666666297e-01,-1.737720569955558902e+00
5.625000000000000000e-01,-1.727219846906614675e+00
5.833333333333332593e-01,-1.610623490736052599e+00
6.041666666666666297e-01,-1.439681154230678661e+00
6.250000000000000000e-01,-1.255545688032797758e+00
6.458333333333332593e-01,-1.083659431044106114e+00
6.666666666666666297e-01,-9.343780177016645094e-01
6.875000000000000000e-01,-8.109820225701744878e-01
7.083333333333332593e-01,-7.186424462802596391e-01
7.291666666666666297e-01,-6.608334533739474992e-01
7.500000000000000000e-01,-6.331703527411104426e-01
7.708333333333332593e-01,-6.256366827598172087e-01
7.916666666666666297e-01,-6.224797328950588682e-01
8.125000000000000000e-01,-6.096988689150663054e-01
8.333333333333332593e-01,-5.811598524722125791e-01
8.541666666666666297e-01,-5.335773152851297496e-01
8.750000000000000000e-01,-4.624610775654950379e-01
8.958333333333332593e-01,-3.662420647186892531e-01
9.166666666666666297e-01,-2.474237413413092335e-01
9.375000000000000000e-01,-1.091626585838132019e-01
9.583333333333332593e-01,3.254803363840368113e-02
9.791666666666666297e-01,1.499453316307429174e-01
1.000000000000000000e+00,2.391145344988128418e-01
1.020833333333333259e+00,2.924694840458317846e-01
1.041666666666666519e+00,3.129924680423288863e-01
1.062500000000000000e+00,3.030187476982161288e-01
1.083333333333333259e+00,2.635326615161568409e-01
1.104166666666666519e+00,1.939191710851790873e-01
1.125000000000000000e+00,9.243075346958051774e-02
1.145833333333333259e+00,-3.558824944796525058e-02
1.166666666666666519e+00,-1.837163993807347240e-01
1.187500000000000000e+00,-3.457918285139978676e-01
1.208333333333333259e+00,-5.171654286959694868e-01
1.229166666666666519e+00,-6.950949107869539567e-01
1.250000000000000000e+00,-8.790706051451402381e-01
1.270833333333333259e+00,-1.070384797044351188e+00
1.291666666666666519e+00,-1.268706639384283408e+00
1.312500000000000000e+00,-1.472508988348706360e+00
1.333333333333333259e+00,-1.680456512672835467e+00
1.354166666666666519e+00,-1.891485262727769179e+00
1.375000000000000000e+00,-2.104498598876961779e+00
1.395833333333333259e+00,-2.317454569026398126e+00
1.416666666666666519e+00,-1.029717800213154760e-01
1.437500000000000000e+00,9.951395323317735464e-02
1.458333333333333259e+00,-1.636381838813285791e-02
1.479166666666666519e+00,-1.791992611848863548e-01
1.500000000000000000e+00,-1.578059337011342156e-01
1.520833333333333259e+00,2.138387492343846730e-01
1.541666666666666519e+00,6.264641643491644651e-02
1.562500000000000000e+00,-1.060339211305504625e-01
1.583333333333333259e+00,-3.128784789584792558e-01
1.604166666666666519e+00,-1.037398786866760292e-01
1.625000000000000000e+00,2.272410802205023228e-01
1.645833333333333259e+00,4.066486616122655384e-02
1.666666666666666519e+00,-1.507682050397002593e-01
1.687500000000000000e+00,-1.658312352920394139e-01
1.708333333333333259e+00,-1.781721036469483266e-01
1.729166666666666519e+00,2.972060479599567540e-01
1.750000000000000000e+00,1.028251589997399573e-01
1.770833333333333259e+00,-8.283353290412392989e-02
1.791666666666666519e+00,-6.699998696934134079e-02
1.812500000000000000e+00,7.679038361290413395e-02
1.833333333333333259e+00,-1.297364938464776740e-01
1.854166666666666519e+00,-2.199346758975661426e-03
1.875000000000000000e+00,-5.674962425705812330e-02
1.895833333333333259e+00,2.677407721134760638e-02
1.916666666666666519e+00,-1.307926881212896908e-01
1.937500000000000000e+00,-1.374393112441685966e-02
1.958333333333333259e+00,2.508056038154585221e-03
1.979166666666666519e+00,8.063119317281146337e-02
2.000000000000000000e+00,-1.258634287530542850e-01
2.020833333333333037e+00,-2.874683856000062598e-02
2.041666666666666519e+00,9.395474088069635799e-02
2.062500000000000000e+00,-7.358641157796541599e-02
2.083333333333333037e+00,-1.759564341065745358e-02
2.104166666666666519e+00,9.237910239662089351e-02
2.125000000000000000e+00,-4.282383749245584348e-02
2.145833333333333037e+00,-3.337269265533482354e-02
2.166666666666666519e+00,2.337042967236724333e-02
2.187500000000000000e+00,8.004138064549096154e-04
2.208333333333333037e+00,-4.009688623915708128e-03
2.229166666666666519e+00,6.489884884861976677e-03
2.250000000000000000e+00,3.049884362277340694e-02
2.270833333333333037e+00,1.700066121250384116e-02
2.291666666666666519e+00,-3.381314226544765433e-02
2.312500000000000000e+00,-7.034776390714420069e-02
2.333333333333333037e+00,7.476138420234698656e-02
2.354166666666666519e+00,1.085372677966382760e-02
2.375000000000000000e+00,1.203522413031248711e-02
2.395833333333333037e+00,7.160996150703735630e-02
2.416666666666666519e+00,-7.366041126595115895e-02
2.437500000000000000e+00,1.349325756407761256e-03
2.458333333333333037e+00,1.243392933785175125e-01
2.479166666666666519e+00,-8.178599601370728500e-02
2.500000000000000000e+00,1.108171904147336601e-01
2.520833333333333037e+00,-9.576465782246615377e-02
2.541666666666666519e+00,4.803586050697213755e-02
2.562500000000000000e+00,7.828720433741079288e-02
2.583333333333333037e+00,-4.066175170131788169e-02
2.604166666666666519e+00,-5.255695892957168436e-02
2.625000000000000000e+00,-3.322252792702359153e-02
2.645833333333333037e+00,-2.080598671057868471e-02
2.666666666666666519e+00,-2.113248210610937233e-02
