Execution Time,Success
0.5776215899999999,1.0
0.46391463,1.0
0.5209345200000001,1.0
0.50925303,1.0
0.5212366299999999,1.0
0.5082725900000014,1.0
0.5842985000000009,1.0
0.4854324999999999,1.0
0.6273453999999994,1.0
0.497634699999999,1.0
0.8370060000000001,1.0
0.4847484000000008,1.0
0.6322547999999983,1.0
0.4889593999999988,1.0
0.4858547000000044,1.0
0.5876576,1.0
0.5997643000000039,1.0
0.5321651999999801,1.0
0.5518969000000027,1.0
0.6232286000000045,1.0
0.4928583999999887,1.0
0.4886141000000066,1.0
0.491189200000008,1.0
0.6018503999999893,1.0
1.0823979604280063,1.0
1.0673294512282394,1.0
0.9397152859836868,1.0
0.8253252188744138,1.0
1.0088631497001086,1.0
0.9618199492221512,1.0
1.094009651699655,1.0
1.1705278087923774,1.0
0.9022192660530264,1.0
0.9800930844468166,1.0
1.1196990278660577,1.0
1.0917532505870384,1.0
1.1404522714810112,1.0
1.0029427885059876,1.0
0.8967766511356039,1.0
1.0910164914924432,1.0
1.1125895325964716,1.0
0.8448330836523479,1.0
1.0437175034049122,1.0
0.9432011515112564,1.0
0.8619216786891507,1.0
0.8192968485255973,1.0
0.8568229697355945,1.0
0.972621386613321,1.0
1.0994200184142846,1.0
1.0084169553936682,1.0
1.150499581748664,1.0
0.983533561255218,1.0
0.9927057912440982,1.0
1.0218209849060136,1.0
1.107988431044422,1.0
1.1803861458646014,1.0
0.944381076517686,1.0
0.8911303465234492,1.0
0.9358194566800928,1.0
1.107190956006046,1.0
1.0142738949152437,1.0
1.1903706703900836,1.0
1.1817244749775606,1.0
1.1822650845994862,1.0
1.5628998526328963,1.0
1.7582994523752693,1.0
1.9650063074255129,1.0
1.7776054258748013,1.0
1.7268771128047742,1.0
1.5748059526356766,1.0
1.5490718612436578,1.0
1.7166841611065131,1.0
1.8226661244351448,1.0
1.714139380038754,1.0
1.817384122125284,1.0
1.5163459234404446,1.0
1.8740912253023967,1.0
1.852667841795282,1.0
1.5408939202627363,1.0
1.979606385759613,1.0
1.6873415929688578,1.0
1.558233996832331,1.0
1.8764437896649409,1.0
1.5944098965852929,1.0
1.6217083685370823,1.0
1.5525679688910574,1.0
1.3318695959883804,1.0
1.0584861898466853,1.0
1.0251305023129147,1.0
1.4974448639225564,1.0
1.424420262819834,1.0
1.1312913436448673,1.0
1.844395061942125,1.0
0.20897053679889,1.0
0.2561539707256929,1.0
0.2992215725821996,1.0
0.2834324784184043,1.0
0.2863763275663553,1.0
0.2409824052214447,1.0
0.2098825424359211,1.0
