Solver Time,Path Length
6.216614500000105,13.29128343835307
6.388425700000084,13.608615582526117
6.307261100000005,13.763270920441792
6.203852500000039,13.23583004213079
6.24502439999992,13.387844589594248
6.224673299999949,13.601473647844184
6.215929800000026,13.696413377177054
6.226974799999994,13.20452015724816
6.254522899999984,13.508806277377976
6.213508600000068,13.366471650742016
6.219546899999955,13.13722092031757
6.221266200000059,13.219800280031476
6.240076799999997,13.22504674080158
6.200609200000031,13.284263961746678
6.212247100000013,13.198729844174323
6.2151759999999285,13.486492698761907
6.256871099999898,13.513016198401
6.277837299999987,13.846835512531245
6.264979199999971,13.53987967824452
6.272868499999959,13.654754041896538
6.285157300000037,13.181269107155714
6.254367399999978,13.775281153333728
6.276897800000029,13.21605359970814
6.294062300000064,13.315948780705494
6.29091799999992,13.31872786934543
6.292237600000135,13.354936223670943
6.281980900000008,13.342696011610634
6.284983999999895,13.13182548577728
6.267136599999958,14.007860670554193
6.281116900000143,13.221449977105694
6.307654899999989,13.928524050235923
6.316364600000043,13.254286792313705
6.27169640000011,13.375333523332426
6.295388699999876,13.327188545900292
6.271502400000145,13.660591624909864
6.276177599999983,13.807529177025216
6.303269799999953,13.346981993850855
6.281137100000024,14.812498964350016
6.292970100000048,13.39956956137617
6.291519999999991,13.094003666967955
6.285569200000055,13.139326363989284
6.267739600000141,13.48730396747164
6.298854699999993,13.934017126976268
6.321675700000014,13.598131168967488
6.283263699999907,13.430407663256773
6.270455200000015,13.533151450801505
6.279640499999914,13.439823496382315
6.264780900000005,13.580529624365743
6.2126504000000295,13.621167422677368
6.264310199999954,14.060278426684135
6.205600300000015,13.936226990472694
6.224602699999878,13.4704550391036
6.222211400000106,13.10111381844761
6.209092399999918,13.083569462267535
6.24977089999993,13.304927004704531
6.212426399999913,13.312586039290176
6.230791299999964,13.558296215323631
6.202162599999838,13.300023671948493
6.240687299999991,14.168275594470504
6.240325999999868,13.31309970605233
6.257911999999806,13.209740681183424
6.281286099999988,13.14353684788727
6.296925099999953,13.493311994644186
6.290868699999919,13.577435876092236
6.262553400000115,13.429769066783068
6.274837399999797,13.20866222056504
6.2684306999999535,13.17127964563781
6.262513499999841,13.943942572190402
6.253315899999961,13.37830835658142
6.276104600000053,13.352528874413824
6.269932800000106,13.84481472102164
6.278602899999896,13.25349599995789
6.240710900000067,13.219449727116032
6.241777199999888,13.30216917096074
6.283199599999989,13.298603461236148
6.288979299999937,13.115311220348069
6.268627500000093,13.814169244329632
6.292067399999951,13.521747903764032
6.297663599999851,13.408754107040323
6.198400399999855,13.343273633672716
6.193606699999918,13.118027396464813
6.248185800000101,13.783171868918105
6.257867199999964,13.169178066183008
6.262325500000088,13.322596082285818
6.286071100000072,13.879008786660911
6.2193236000000525,13.331114476243416
6.282555199999933,13.132930557316165
6.282466399999976,13.212822896758585
6.289849799999956,13.143918871103308
6.261542799999916,13.223933735514352
6.273835400000053,13.4062545610428
6.289614099999881,13.63030406432785
6.257070899999917,13.35269167988473
6.274571799999876,13.798626048731323
6.291193799999974,13.30755402395148
6.280086900000015,13.167083622238383
6.287835500000028,13.727078950365026
6.283790899999985,13.466871692756754
6.289031700000123,13.145282569406618
