Execution Time,Success
4.552102499999999,1.0
8.5643842,1.0
6.1050833,1.0
4.782254300000002,1.0
4.1942123,1.0
9.215871800000002,1.0
4.390430099999996,1.0
0.0,0.0
4.925875999999995,1.0
4.752290500000001,1.0
6.332811599999992,1.0
4.206075499999997,1.0
0.0,0.0
5.443954599999998,1.0
6.211910099999997,1.0
7.388250200000002,1.0
5.492298000000005,1.0
5.6194500000000005,1.0
4.929214999999999,1.0
3.383760200000012,1.0
6.254656099999991,1.0
6.3898686,1.0
6.461441800000003,1.0
0.0,0.0
7.9419823000000065,1.0
4.537084899999996,1.0
0.0,0.0
0.0,0.0
7.507076900000015,1.0
8.669912600000004,1.0
0.0,0.0
4.5750500000000045,1.0
0.0,0.0
4.353888499999982,1.0
5.582552300000003,1.0
0.0,0.0
0.0,0.0
8.528817000000004,1.0
0.0,0.0
4.772730700000011,1.0
4.267397500000016,1.0
0.0,0.0
0.0,0.0
5.751522899999998,1.0
0.0,0.0
4.725479399999983,1.0
4.7283525,1.0
4.090765799999986,1.0
5.424928399999999,1.0
0.0,0.0
6.187242399999974,1.0
4.361906299999987,1.0
0.0,0.0
7.219474600000012,1.0
3.8742141000000174,1.0
0.0,0.0
5.035149699999977,1.0
5.057954100000018,1.0
6.441140100000041,1.0
4.344094199999972,1.0
0.0,0.0
4.75500310000001,1.0
4.362451399999998,1.0
4.189991099999986,1.0
0.0,0.0
4.922643600000015,1.0
6.451786499999969,1.0
5.124851200000023,1.0
5.999890200000039,1.0
4.180003099999965,1.0
3.2402753000000075,1.0
0.0,0.0
5.908198700000014,1.0
4.425774699999977,1.0
6.4815471,1.0
0.0,0.0
6.478011000000038,1.0
4.944668900000011,1.0
5.491555100000028,1.0
3.436336199999971,1.0
4.163339200000053,1.0
4.601655600000015,1.0
5.624994500000014,1.0
0.0,0.0
7.77584109999998,1.0
0.0,0.0
4.993529200000012,1.0
0.0,0.0
6.739838599999985,1.0
6.123398799999961,1.0
5.530820600000027,1.0
4.19260589999999,1.0
6.4715506000000005,1.0
4.380058199999951,1.0
5.415492200000017,1.0
2.8913276999999766,1.0
6.312182899999982,1.0
6.312182899999982,0.0
7.144653800000015,1.0
4.913767300000018,1.0
