Execution Time,Success
0.0,0.0
4.383648100000016,1.0
4.39549169999998,1.0
4.415995500000008,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.396697800000084,1.0
4.3749957,1.0
0.0,0.0
4.4013128999999935,1.0
0.0,0.0
0.0,0.0
0.0,0.0
4.390640500000018,1.0
0.0,0.0
0.0,0.0
0.0,0.0
4.413049300000012,1.0
0.0,0.0
0.0,0.0
4.388731800000073,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.3906189000000495,1.0
4.3947396999999455,1.0
4.39336759999992,1.0
4.394539899999927,1.0
0.0,0.0
4.409046100000069,1.0
4.381945400000063,1.0
4.383974700000067,1.0
0.0,0.0
4.381515499999978,1.0
0.0,0.0
0.0,0.0
4.420065199999954,1.0
4.375911400000064,1.0
0.0,0.0
0.0,0.0
0.0,0.0
4.40446350000002,1.0
0.0,0.0
4.379020700000069,1.0
0.0,0.0
4.3881946999999855,1.0
4.40903400000002,1.0
0.0,0.0
4.380894200000057,1.0
0.0,0.0
0.0,0.0
4.382617200000027,1.0
0.0,0.0
0.0,0.0
4.39773839999998,1.0
0.0,0.0
0.0,0.0
4.402804100000026,1.0
4.388247399999955,1.0
4.363138899999967,1.0
4.386730499999999,1.0
4.36891049999997,1.0
0.0,0.0
0.0,0.0
4.379115899999988,1.0
4.401763599999981,1.0
0.0,0.0
4.397320700000023,1.0
0.0,0.0
0.0,0.0
0.0,0.0
4.3904357999999775,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.402126000000067,1.0
4.403128700000025,1.0
0.0,0.0
0.0,0.0
0.0,0.0
